i,c
0,0.2519171679294221
1,0.004591569791815426
2,-1.1371914471280864
3,0.392864315262209
4,-1.1695773883423635
5,-0.012156998207225883
6,0.35235469056060076
7,1.3134764811218909
8,0.05873681162653129
9,-0.0969033534284966
10,-0.15760710718842885
11,-0.11783160450134389
12,0.03973589847816727
13,0.09526331539866906
14,-0.3159341241091812
15,1.2644465606563842
16,1.3357237887928781
17,-0.08944601776288118
18,-1.4883553558220697
19,-0.530625608068845
20,-1.7860892494824294
21,0.20034319373493287
22,3.185977053160501
23,-1.2832538864475946
24,0.14817593960579983
25,0.008980337079891695
26,-0.012921655666840389
27,0.2486100123265801
28,-1.6877930617839536
29,-0.03716389090619641
30,-0.01732233571741654
31,1.4942894414431642
32,-0.19309154657058242
33,0.4235575115057317
34,1.666153447324179
35,-2.874456469076271
36,0.881557294399123
37,-0.26431840349459057
38,-0.0011087063912530214
39,-0.007917400787701966
40,1.2948026995511155
41,2.6122529516732556
42,-0.41970400746728026
43,-1.1086619421983945
44,-0.9186454930674814
45,0.4023012205587552
46,0.03628261058414463
47,0.02309777364642355
48,2.2775159827408666
49,-0.9787076953080958
50,-0.24167549538138974
51,0.3703649223966998
52,0.12288408935341731
53,1.3715266415520782
54,0.02496658040020462
55,0.026353428680129666
56,-0.013298534756119829
57,-2.2409111938907955
58,-0.007939817187891596
59,-0.11080802610893636
60,-0.1711243666130619
61,0.04400764295597492
62,-2.8524933712337392
63,0.4968282744797914
64,-0.01745475778547264
65,2.808352919056427
66,-0.3416404964159715
67,0.12776750494252648
68,-0.31804351849983525
69,-0.5343056132380072
70,-0.44584400567800536
71,-2.1891907484342727
72,-0.18811701109876544
73,-0.5643847609223912
74,3.190089412136482e-06
75,1.2685505844765332
76,-0.21869817227320712
77,0.00575180748280739
78,-0.031595702704361975
79,-0.8187009668281897
80,0.08453500564852773
81,0.00235295213125693
82,-0.01267867493765076
83,-0.005026274926832626
84,0.046152294225621504
85,-0.004390564056380319
86,-0.013742720491853367
87,-1.5389058133839948
88,0.24939058067481845
89,-0.21071812624347347
90,0.8203308095761717
91,0.08126342301911324
92,-5.398679778664685
93,0.025856051146945815
94,-4.226776170490497
95,0.2515597494555829
96,-0.10727650641247471
97,-0.17753510569138609
98,-0.3734811033237757
99,-0.03638456174488272
