i,c
0,0.018247748710302176
1,-0.0028835648526105754
2,-2.257113987307577
3,1.2005631093629507
4,-0.40958857133795434
5,0.3324748824453543
6,0.03899048247835958
7,0.4791009992889153
8,0.3452711980154938
9,-0.3684596619947023
10,-0.015090448493905739
11,-0.5456163246032639
12,0.7318694419573285
13,0.08538983787992041
14,-0.6865964952741799
15,1.8408220508831075
16,0.5954200023325538
17,0.6406482848683865
18,-1.7968817888626483
19,-1.11278765113421
20,-0.8424062742446485
21,-2.022057741170015
22,-1.1834810398007143
23,-0.34919726231380893
24,0.2853279307854345
25,-0.15065905267963658
26,0.030602936154044226
27,-1.6279669043707994
28,-0.7727337401176317
29,-0.22772168739274254
30,-0.0637645711864217
31,0.9475189657011411
32,-0.9683781256996834
33,0.29787716645564255
34,0.7226559313757158
35,-6.73904578682177
36,0.8849189453185486
37,0.9415000181145757
38,0.03334059416194211
39,-0.01537247797159031
40,-0.15596070425001882
41,0.20112573833069175
42,-0.4124383836745458
43,0.36812805289560036
44,-1.5400867464693986
45,1.0460582112439634
46,0.02904990831093845
47,-0.23346716403119927
48,0.2361538145375375
49,-0.040792417557905324
50,-0.1969298625377197
51,0.883727661278535
52,1.1221847033531516
53,3.336223845883545
54,-0.29162651615260665
55,0.11713554238629632
56,0.49769736025485245
57,-0.7740958048203219
58,1.006963701163153
59,0.21986438013703272
60,-0.14198715578727897
61,-0.2774783811979471
62,-0.7144445783291761
63,0.5161855841043406
64,-0.06811744338829889
65,0.9420396971125293
66,0.09512835450629405
67,-0.1524885079966409
68,-0.18218730159769725
69,0.9337646016530675
70,-0.05946678399217202
71,-0.3323982375135164
72,-0.12015748497774435
73,-3.391316499050275
74,0.048485192822518494
75,1.0042158007029833
76,-0.31740352214823964
77,0.19368750480515448
78,0.20129883646624372
79,-1.1732902576380415
80,0.6738182469300854
81,0.06496563019274582
82,-0.168595501787185
83,-0.01624247090687857
84,0.0701708448907777
85,-0.09167899970785108
86,-0.10490263722494278
87,-0.5661381685250114
88,0.5789219977407037
89,0.7392414278264836
90,-0.18844789886781307
91,-0.08814701388775628
92,-0.21658763619518026
93,0.07134044164465336
94,-2.4406562053896854
95,0.8136017497399783
96,-1.5348143373218026
97,-0.00529753315697707
98,-0.03844467602608383
99,-0.059542772205756156
100,1.479961118069069
101,0.4279371338780011
102,-3.2669799949671123
103,-0.08532799879872908
104,-0.09206478984077407
105,-0.1489185464899006
106,-1.5202203245814014
107,-0.2198444919930291
108,0.08409364303159288
109,-0.07689443280382087
110,-0.0437388402304194
111,-0.22268505231922614
112,-0.1939501767909008
113,0.021515327972427455
114,-0.6157155768071974
115,-0.7744632644438051
116,-0.1790251453758069
117,0.16459396093860318
118,-0.9831660464345645
119,0.5528932548988297
120,-0.12130519411973469
121,-2.304264979078748
122,0.34969481971265165
123,-0.06308682697126072
124,0.255331106700326
125,-0.0629108458597193
126,-0.11479049611939013
127,-0.8249478348148432
128,-0.022897506471867207
129,2.556783249216296
130,0.35237083369012256
131,-0.47802652472225676
132,-0.044977894533399836
133,0.1294065558123941
134,0.4608493232880252
135,-0.2669514834280159
136,0.3803763998849592
137,0.41129817509935884
138,0.7346857808771106
139,0.018045531813837747
140,0.3247258272060382
141,0.12628415302495324
142,-0.4186818568752356
143,0.054806700226175176
144,2.4566270499817717
145,0.35233310020355
146,0.35646828583500484
147,0.23187140704413395
148,-0.035030890140800165
149,2.135571940738482
150,-0.8246524152242373
151,-0.30973177572544197
152,-0.13110299176301307
153,0.07311436364584413
154,0.30030648003069527
155,-0.5832513957324141
156,0.6564125072015121
157,0.07425411644037067
158,-1.677599613897226
159,-0.3919775829785675
160,-3.2947416353916377
161,-3.2388866433127026
162,-0.5015965686507854
163,0.6107710928832978
164,0.5257194611358691
165,0.12995758401544477
166,-0.023628855840683447
167,-0.8232380614684837
168,-0.2864333356394563
169,-2.5764628269266634
170,-1.0146111249451952
171,-0.1297690948226149
172,-1.1932480807198613
173,1.2364104897991666
174,-0.0592153775970031
175,1.4676763807205102
176,1.0049663189444387
177,0.12062724985819351
178,1.843393040944387
179,-0.11672108726780504
180,-0.04594725890243218
181,-1.0761663950614184
182,0.10035612626420085
183,0.004923259100602498
184,-0.1989777813082932
185,-0.9262817629626514
186,0.3222688392042301
187,-0.3102969525712658
188,0.6761369284223312
189,0.5571331783766615
190,-0.2640579903794609
191,-2.535165745878716
192,0.17543008233723353
193,1.6620332939850433
194,-0.5958234775957546
195,0.6566626963897417
196,-0.032018036563694154
197,-0.1788792237646952
198,1.3176314493391061
199,-2.117900823200723
200,-0.5964005670657025
201,-0.055321495963165865
202,-1.0312672558865121
203,0.7586520297230938
204,0.06297481419622387
205,-0.01579720270867405
206,-0.021451017271003694
207,3.428125294052152
208,0.07618811950740106
209,-0.5972069226985924
210,0.23568547452110156
211,0.22397366252068515
212,-0.4686471420190652
213,3.2189926939984668
214,0.1305709971048075
215,0.03211286450804898
216,-0.3000392995966603
217,-1.3686207142685598
218,0.8571868049990468
219,-2.9450310381109612
220,1.5779022342482443
221,0.2354410784334075
222,-1.169881472076734
223,-0.11735824464569992
224,-0.3446971984860866
225,-0.005607064904511284
226,0.6347188133320636
227,-0.6053614030634891
228,0.43788256332535813
229,0.02307464536269544
230,0.16159672536413636
231,-1.1406274944055301
232,2.4483362852012593
233,0.72716612285037
234,-0.4825606928162922
235,-0.10038630364189162
236,1.7948730155692816
237,-2.746907657325879
238,-0.05977589884196719
239,-0.03254126119850434
240,-0.5634788251795549
241,-4.09602392668649
242,0.43590821734851226
243,0.8026192365097461
244,-0.053139695711244044
