i,c
0,0.07488369387227987
1,0.009868804545470016
2,-0.7645591750430787
3,0.6878317386940183
4,-0.9860277975906697
5,-0.028018651272273026
6,0.677036019598373
7,0.7999427918335034
8,-0.00410410188462485
9,-0.049089128080232226
10,-0.23011536296864826
11,0.268844552500192
12,0.08687716872756054
13,0.22725119307058725
14,-0.20856134246869257
15,0.19148205636069945
16,0.4681761415527057
17,0.5581003043328949
18,-1.0667911462200226
19,-0.3651762277962899
20,-0.33240427387360644
21,2.5745033899015697
22,1.7500888633964595
23,-0.5197212535670871
24,0.02743667576919125
25,-0.09165971929517867
26,-0.10130656019653368
27,0.8533928069503579
28,-1.1203625810353024
29,0.00578866101981459
30,-0.01176621630122156
31,1.3971581428898707
32,-0.025804228243034945
33,-0.21095648741036072
34,0.7514876191653447
35,-0.48436134631728445
36,1.3130434722636544
37,-1.1415334284793337
38,-0.006309089755750121
39,0.002242219453534969
40,0.3270042457895519
41,2.318995974335661
42,-0.2801009231209311
43,-1.8292580924002713
44,-1.1119730550040683
45,0.4143724156459384
46,0.0493781246306154
47,0.24101206828991967
48,1.6711314402756332
49,-1.0401471932594943
50,-0.029108491103816247
51,-0.19547704923477408
52,1.1251231553037808
53,0.044787027971553685
54,0.36769655692819475
55,0.0328397020057528
56,-0.35475618418863747
57,-2.0139958991242377
58,-0.5462722490695558
59,-0.10591303825672738
60,-0.052013635990302814
61,-0.032468129966869784
62,0.8892509063503157
63,0.055284480299106105
64,-0.04481359227385101
65,0.8758102407661902
66,-0.4443411151890866
67,-0.07247167550141671
68,-0.43460669443428784
69,-0.23045157630644184
70,-0.4446956914676774
71,-1.5326924098096568
72,-0.15022529126828504
73,-3.9750068939967296
74,0.0014945476826920187
75,0.39111533453429514
76,-0.08377304986636924
77,-0.007217550067697441
78,0.06405263418254692
79,-0.2705486998816044
80,0.05543215571495905
81,0.007588262407297628
82,0.1041040969165458
83,0.003097849253165979
84,0.13655663470819734
85,-0.012127358408350247
86,0.00542865259912073
87,-0.9126933868833745
88,0.15422342410561957
89,-0.5753385400209455
90,0.5326770322349852
91,0.019177279594808118
92,-3.1579242975066384
93,0.09960973634264055
94,-1.0773853712501462
95,1.0421953924235057
96,0.04697851903375896
97,-0.3270895381000942
98,0.5059939495977901
99,-0.037705882911902765
100,0.8580359386499303
101,-0.5983576536007047
102,-8.991907896858182
103,-0.009263049246356791
104,0.020157279676933794
105,1.7749049495561793
106,-1.4345189762527588
107,0.011124290023113933
108,0.019027701355923313
109,-0.004423278769375648
110,11.506989461467018
111,-1.0815262062477127
112,0.8948161472775481
113,-0.010013573158046348
114,0.07202757955542023
115,0.9142123457210765
116,0.014393506481648284
117,0.07843233455323982
118,0.29428047718588535
119,0.2909603853779312
120,-0.394742052780788
121,-0.8914812504555617
122,-0.24588263732412421
123,-0.029229029219450493
124,0.014323389178246543
125,-0.06545204546977966
126,-0.00077565455044538
127,-0.0007839461557088806
128,-0.05887460754489025
129,-2.693504324651526
130,-0.27128782032476023
131,2.3317323288926683
132,-0.06604868243930295
133,0.04686490248455667
134,0.09930815581832884
135,0.4678852350039243
136,0.1266733057436242
137,0.4030204379620732
138,1.7522574829127575
139,0.011423116059129445
140,-1.1608228648468066
141,0.3361740918256198
142,-0.2964640505408529
143,0.0636733105760483
144,0.6896426574653803
145,-0.38259224494487687
146,0.08991838822726808
147,0.025157556378197946
148,-0.12903491853267687
149,1.5618522213531427
150,-0.09348013360717626
151,0.3942414564986361
152,0.018481241125652702
153,-0.22989888017190072
154,-0.05114190860192247
155,-0.10971731364272312
156,0.1087148136900103
157,0.1244361158272737
158,-0.5474304198199964
159,2.4019178682794156
160,-0.6623452750434708
161,-9.188937705101212
162,-0.058879807320852885
163,-0.11260176214366495
164,0.08553829423060097
165,0.5022131800207114
166,-1.2782858619761912
167,8.067151859163612
168,-0.3137758425689408
169,0.7539576514020572
170,0.9507997713487545
171,-0.0018233252587784756
172,-0.30070615702090925
173,-0.4666203906140658
174,0.1445257917566625
175,1.5649943905797723
176,-0.22820312746785354
177,-1.4359241403140481
178,-1.8903890884437118
179,-0.05282252154717978
180,-0.23132001932352908
181,-0.15386262749064528
182,-0.13283716940741638
183,0.002859652543446739
184,-0.16229078151795293
185,-0.3994599309071889
186,-0.6391906911788661
187,-0.24348380251307578
188,0.8363434291090055
189,-0.03962549035275481
190,-0.30993003636498456
191,2.105228251586042
192,0.17711022846033236
193,1.0062290682257027
194,1.7879911845711827
195,0.6820385100257945
196,0.015297697529668317
197,-0.03338886579700019
198,-0.3389327855705441
199,1.2078469977105109
200,-1.5250588060111527
201,0.3443042489649089
202,0.1149580937346621
203,0.4191203705616342
204,0.5322074929639209
205,-0.09765419680639258
206,-1.8154781847993458
207,-0.8254032060245233
208,-0.029376369278952905
209,0.6605074126412002
210,0.09652594481681276
211,0.6816739434252452
212,0.7476320673241628
213,1.9883891478559523
214,0.43653563202758566
215,0.012251942783975024
216,-0.24261929186195302
217,2.2826997357518986
218,0.72710916330572
219,-1.9600015858569144
220,0.2919598444927806
221,-0.3784144384457256
222,0.005888556423567905
223,-0.05390288461231604
224,-0.1116365439476608
225,-0.13610172267705625
226,1.0621144097803357
227,0.08970094648659338
228,2.928939736404576
229,0.3007839626444292
230,0.07341839636258385
231,0.48098342846341197
232,0.945296999027188
233,-0.2050842919195276
234,0.7826107707590583
235,-0.005500139829455065
236,-0.1879614993580774
237,-1.4226255910387824
238,0.014245472180564017
239,0.23303874957356333
240,-0.09762464819906763
241,5.643575408255589
242,0.40166747736596053
243,-0.3074647217842783
244,-0.046317307080238145
245,0.08091997908641832
246,0.021811700653776862
247,-0.13870795638340347
248,-0.008604402822554846
249,-0.3250209681675214
250,0.673113290695577
251,-0.011657056524507794
252,0.9516469660761114
253,0.12007174712445562
254,1.9477001023536151
255,0.285213909247415
256,-0.010582026347940577
257,-0.5065703511350614
258,-0.08610783257824287
259,-0.41793376543277894
260,-0.0067515671614104345
261,5.634084288993596
262,-0.2579069917420211
263,1.4989872529550088
264,-0.018527295835435074
265,0.15657097998295677
266,0.7976131037159924
267,-0.32768285930523194
268,1.1673910036984454
269,0.7870322716052113
270,-0.3856333855081542
271,2.2565668679009097
272,-0.31242450149950024
273,-0.07828693205229068
274,0.771514801085816
275,0.11864203412876591
276,-0.2773612900497189
277,0.7267845658631005
278,-0.3114754764078741
279,-0.2361714345590402
280,-0.522455676211938
281,-0.5550518843869469
282,-0.023373564651120626
283,0.4500119754657666
284,-0.9705456985055244
285,-0.03684912784671411
286,-0.9575378800895475
287,0.07939992010550627
288,0.5772323003504085
289,-0.34478880319433675
290,0.015412291205591473
291,-0.3362277615446062
292,-0.021269350860676325
293,-0.047063262651740045
294,0.6915649182171733
295,-0.15840057451768902
296,6.287398990288144
297,-0.012577257508859022
298,0.00977250584903826
299,0.5041566032538999
300,0.05073809450138514
301,-0.14876998191188995
302,-0.04089003532213966
303,0.7124819013323078
304,0.33231370817938266
305,0.6733442002379222
306,-0.04731608160450515
307,0.011793736261308054
308,0.672406848316962
309,1.4801553511429821
310,-0.08040144740484781
311,-0.6539287414100995
312,1.301328701295453
313,1.88180004599388
314,0.050790427116496235
315,-0.06087026578054726
316,0.16983013048190077
317,-0.10647148278391878
318,1.6637927734916762
319,-1.3346874838255867
320,-11.725536997897176
321,0.4577867941518318
322,-0.43690429530685715
323,-1.7384942507459047
324,-0.0228683602753406
325,1.1245066496578948
326,0.12593546402801142
327,-0.9979063476499594
328,-1.5903548505526168
329,-0.01898245331643146
330,-0.35751878380275137
331,0.1336867510502643
332,-1.2380848792834438
333,0.3212259224534984
334,-0.33813575784127786
335,-0.004523702444151401
336,0.3437165135448203
337,1.6632452374795783
338,0.1633747282604277
339,-0.32323579390333756
340,0.9197151865281372
341,0.2884856047360416
342,0.07465037448042147
343,-0.42157825412400574
344,-3.650937974379704
345,0.769214560813879
346,-0.07892290268219626
347,0.24023773985574845
348,-0.17981713470280963
349,2.043028395416422
350,-3.535546943910416
351,-2.2563916994377173
352,0.1176904815439089
353,-0.24549404954523793
354,0.06879456479305904
355,-0.38423042806866475
356,-3.380761941833923
357,-0.011106334783576218
358,-0.9326342027573906
359,0.2925997784425849
360,0.3274338122053899
361,0.300340977065166
362,0.7583577739090819
363,-0.512278845601851
364,0.4086174205760231
365,0.2986478397832662
366,-0.6707458498828912
367,0.20364628195611545
368,-0.280021239122151
369,-2.111215289490684
370,0.01600113693050395
371,-0.21625743336988407
372,0.4047589053924943
373,-0.38584558504071337
374,0.0697634970370159
375,0.047715794709802715
376,-0.4441969938089809
377,0.026972107414719296
378,-0.11868445502327724
379,-1.529903130170338
380,-2.5030197978910316
381,-0.33533760224672443
382,-0.268712669944452
383,0.3344350432456579
384,0.1496731817535643
385,-7.08356541042395
386,-0.05154177579380493
387,-0.3551927151736448
388,0.08575962253857422
389,0.021402735987573564
390,0.876561119068314
391,-0.2951649171783299
392,-0.9492497868646861
393,1.9241190558649617
394,-2.109313567326991
395,-0.40488576756270894
396,0.5503879870267683
397,0.6022084107550449
398,0.2027025651594833
399,0.06131386931313579
400,-0.3354901123328314
401,-0.14137013568192885
402,0.047953098058826166
403,-1.0249218239785551
404,-0.2678155839222251
405,-1.6048979057068984
406,-0.003816157122225798
407,0.8147554755770975
408,-0.01727614778873969
409,0.5235669095905959
410,-0.14987071755102419
411,-0.005762197735579943
412,-0.07493011583062822
413,0.1634397363749828
414,-0.04211855030129248
415,-0.00487859653756207
416,0.18993715853670617
417,-0.28733841033367796
418,0.47507902099596266
419,0.6592003161720109
420,0.11625595618050441
421,0.6978504372256265
422,-0.5070523589517788
423,2.4295572520378848
424,-0.06626426517424278
425,-0.9555990653604289
426,0.18634336496391027
427,0.09100137024249427
428,0.5311635288542068
429,-0.31622225501980367
430,-0.43132234604662534
431,-0.2688184522902918
432,0.007509228562834369
433,1.1358589668354608
434,0.005382113712597413
435,0.0011884310407954746
436,-0.019129097652057756
437,-0.2421424634005011
438,0.0021769859388964734
439,0.035312757799459374
440,0.7040618063052885
441,-1.3257827670716948
442,0.23185654341278691
443,0.3967217928537838
444,-0.6508375133962954
445,-0.24067330368558637
446,0.4204734192682515
447,-0.5737622336774735
448,-0.03716758583265894
449,-0.34211305942016723
450,-0.29780749044603055
451,-0.5649807736905504
452,0.06263056631694591
453,-0.6936094369190174
454,-0.05124082940036938
455,0.006593236153997397
456,-0.2724605970177196
457,-0.18767565827415614
458,-2.797292847609516
459,-0.05781007751182328
460,-2.0115836263025533
461,-0.3705607617578917
462,-0.0038263230236250225
463,-0.14211767948401222
464,-0.45123039476457627
465,0.11386296293948032
466,-0.16311252959724937
467,0.0008914018945762576
468,-0.17809494707615445
469,-0.22958376597281538
470,-0.38771819430383664
471,0.6333794634179984
472,0.029633794263097982
473,0.21124584017616094
474,-2.25024321782405
475,-0.00466383689963769
476,-0.5353282832756694
477,0.22914797480946092
478,0.08766678276654194
479,1.3397326467962167
480,0.6260539673975591
481,3.1867158923401813
482,0.5948097369710625
483,-0.3149647814941818
484,-0.49694858431423244
485,0.11979923737749698
486,0.9615833047034005
487,0.5299402705968986
488,-1.3709487829943083
489,-0.06291404382168729
490,-1.0250065501855339
491,0.06112632256583932
492,0.2413478185774796
493,-0.0857091574867947
494,0.19584061813858245
495,-0.214059256899893
496,-0.2092402274446239
497,1.4439242127396217
498,1.7267691735929216
499,0.3134847904403827
