bra,ket,ahb,norm
3,39,2.3743155907141045e-05,1.3249945141069475e-06
3,40,-7.425603689625859e-05,2.2395759913251823e-07
3,41,0.0059447381645441055,-8.163619349943474e-05
3,42,0.08021234720945358,-0.001158465980552137
3,43,-0.0457255020737648,0.000665991276036948
3,44,0.0670786052942276,-0.0004452355206012726
3,45,-0.20305714011192322,0.0036862166598439217
3,46,0.007208977825939655,-7.405619544442743e-05
3,47,6.209379989741137e-06,6.733149575666175e-07
3,48,0.002372416900470853,-2.2199235900188796e-05
3,49,0.013874832540750504,-0.0001894517772598192
3,50,-0.13361364603042603,0.002871488453820348
4,4,-0.9471398591995239,0.7816475629806519
4,5,0.005395703483372927,-5.972143480903469e-05
4,6,0.00010839290189323947,1.4063839444133919e-06
4,7,0.0028597516939044,-2.9763290513074026e-05
4,8,-0.0032875738106667995,3.1014467822387815e-05
4,9,-0.03512472286820412,0.0004473704902920872
4,10,8.056779188336805e-05,1.2309537851251662e-06
4,11,0.00012568768579512835,-3.7418533338495763e-07
4,12,0.22561126947402954,-0.005113734398037195
4,13,-0.041542068123817444,0.0005146180046722293
4,14,-0.0002693066780921072,2.9002681003476027e-06
4,15,0.057538844645023346,-0.0007170047610998154
4,16,-0.09420473873615265,0.0014912531478330493
4,17,-0.40421995520591736,0.007590930908918381
4,18,0.0021501081064343452,-2.7974745535175316e-05
4,19,0.10083656758069992,-0.001470240531489253
4,20,0.026761963963508606,-0.00032400639611296356
4,21,0.25205695629119873,-0.004146946594119072
4,22,0.09974115341901779,-0.0016580355586484075
4,23,0.0010255606612190604,-1.3803842193738092e-05
4,24,0.0063329641707241535,-6.180791388032958e-05
4,25,-0.000149656567373313,1.410142203894793e-06
4,26,-0.0065390788950026035,6.278884393395856e-05
4,27,1.0046924352645874,-0.02801620215177536
4,28,-0.0005712992860935628,6.473790563177317e-06
4,29,0.0012021212605759501,-1.1985868695774116e-05
4,30,0.0008894842467270792,-8.338620318681933e-06
4,31,0.01391567848622799,-0.00014718291640747339
4,32,-0.05674150586128235,0.0008028274169191718
4,33,0.26699045300483704,-0.0049818577244877815
4,34,0.10999932140111923,-0.002003028756007552
4,35,-0.04558573663234711,0.0005705589428544044
4,36,0.05391332879662514,-0.0007682302384637296
4,37,-0.2657439410686493,0.004133477807044983
4,38,0.22818012535572052,-0.003785820910707116
4,39,-0.0002780025533866137,1.980892875508289e-06
4,40,-0.00012213352601975203,1.051250478667498e-06
4,41,0.00905376672744751,-0.00011261586041655391
4,42,-0.00740214716643095,8.026201976463199e-05
4,43,0.019355259835720062,-0.00022182050452101976
4,44,0.02366400510072708,-0.0002848014410119504
4,45,0.0009377581300213933,-1.0442092388984747e-05
4,46,-0.010605856776237488,0.00011987546895397827
4,47,1.2177398275525775e-05,1.0413275504106423e-06
4,48,-0.002234703628346324,2.145513462892268e-05
4,49,-0.41044384241104126,0.008065560832619667
4,50,0.0002368791465414688,-7.328170568143832e-07
5,5,-2.196958541870117,0.9167347550392151
5,6,-0.01460264716297388,0.00014901638496667147
5,7,0.09220196306705475,-0.0016141888918355107
5,8,0.6631995439529419,-0.01792554371058941
5,9,0.040066104382276535,-0.0005573799135163426
5,10,0.035859011113643646,-0.0004928041598759592
5,11,0.00021665618987753987,-5.481955440700403e-07
5,12,0.0016467691166326404,-9.234106073563453e-06
5,13,-0.0004847646050620824,4.511010047281161e-06
5,14,0.028416084125638008,-0.00032894324976950884
5,15,0.0038413109723478556,-4.048404662171379e-05
5,16,0.012305840849876404,-0.00014314160216599703
5,17,0.36887791752815247,-0.007309476844966412
5,18,-0.0018382780253887177,2.4497265258105472e-05
5,19,-2.1441056728363037,0.0732828676700592
5,20,0.2207157015800476,-0.0045196283608675
5,21,-0.012442594394087791,0.00019125427934341133
5,22,0.11010909825563431,-0.002053326228633523
5,23,0.18121282756328583,-0.00354029075242579
5,24,-0.046150900423526764,0.0005794601747766137
5,25,0.05659732595086098,-0.0007950443541631103
5,26,-0.02036319486796856,0.00026360369520261884
5,27,-0.01947392337024212,0.0002789679856505245
5,28,0.7953490614891052,-0.014682185836136341
5,29,-2.895508050918579,0.1349881887435913
5,30,-0.00014281464973464608,1.4513592532239272e-06
5,31,-0.00020695969578810036,2.5072179141716333e-06
5,32,0.012554049491882324,-0.00013104280515108258
5,33,0.028337443247437477,-0.00048687399248592556
5,34,0.0012165835360065103,-1.2042492926411796e-05
5,35,0.45801201462745667,-0.009803120978176594
5,36,0.015177341178059578,-0.0002753222652245313
5,37,1.9888533353805542,-0.051236387342214584
5,38,-0.2585630714893341,0.004218550398945808
5,39,-5.047217200626619e-05,1.5607895420544082e-06
5,40,-6.556377047672868e-05,1.7634039295444381e-06
5,41,0.032417181879282,-0.0004768068029079586
5,42,0.5891029834747314,-0.012698592618107796
5,43,-0.033765293657779694,0.00048554406384937465
5,44,-2.879924774169922,0.15760600566864014
5,45,-0.18952642381191254,0.0024214100558310747
5,46,0.0911879688501358,-0.0012033473467454314
5,47,0.001142469234764576,-8.75933710631216e-06
5,48,0.0009814569493755698,1.4074018508836161e-05
5,49,0.11642163246870041,-0.0019975134637206793
5,50,-0.16006064414978027,0.00228170957416296
6,6,0.31884098052978516,0.8701472282409668
6,7,-0.007717918138951063,8.165376493707299e-05
6,8,0.007060911972075701,-7.339500734815374e-05
6,9,-0.00026553007774055004,2.4416290216322523e-06
6,10,0.09983554482460022,-0.0013886104570701718
6,11,0.014747627079486847,-0.00016903484356589615
6,12,4.085896216565743e-05,5.775411864306079e-07
6,13,-0.00020245790074113756,2.4470559765177313e-06
6,14,0.011399365961551666,-0.00011969164916081354
6,15,0.0003960522008128464,-1.2696988278548815e-06
6,16,-0.00013540475629270077,1.94476615433814e-06
6,17,-0.0044825454242527485,4.393111157696694e-05
6,18,-0.0006642338703386486,5.86196892982116e-06
6,19,0.0017143802251666784,-1.5887779227341525e-05
6,20,0.008772685192525387,-8.907122537493706e-05
6,21,-3.354971340741031e-05,1.598139419911604e-06
6,22,-0.004293493460863829,4.7297406126745045e-05
6,23,0.0002004456182476133,7.850229621908511e-07
6,24,-0.012489937245845795,0.0001299314753850922
6,25,-8.715828153071925e-05,1.6211297406698577e-06
6,26,-1.2113157936255448e-05,1.804754674594733e-06
6,27,-0.21533463895320892,0.0038194924127310514
6,28,0.33594590425491333,-0.004787262063473463
6,29,-0.01927388273179531,0.0002748605329543352
6,30,-0.00017059565288946033,1.6081318108263076e-06
6,31,-9.901943849399686e-05,1.3985455780129996e-06
6,32,-6.17868936387822e-05,1.4692469676447217e-06
6,33,-0.0002364192478125915,-1.1960889878537273e-07
6,34,-6.929013034095988e-05,1.3605568938146462e-06
6,35,0.012711187824606895,-0.00012922892346978188
6,36,6.476129055954516e-05,1.2985926787223434e-06
6,37,-0.0034971218556165695,4.332515527494252e-05
6,38,-0.1619127243757248,0.002704503247514367
6,39,-9.80255426838994e-05,2.6757008981803665e-06
6,40,-9.798246173886582e-05,1.0646297141647665e-06
6,41,0.0007910804124549031,-6.050905540178064e-06
6,42,0.010819814167916775,-0.00011464589624665678
6,43,-0.00014376163017004728,1.8033335891232127e-06
6,44,-0.003061413997784257,2.93993616651278e-05
6,45,0.06591775268316269,-0.0010140754748135805
6,46,-0.00043336793896742165,5.601282282441389e-06
6,47,-3.577393727027811e-05,2.1646960703947116e-06
6,48,0.003974431660026312,-3.3016294764820486e-05
6,49,-0.004486536607146263,4.339126462582499e-05
6,50,-0.006376901175826788,8.226906356867403e-05
7,7,-0.764202892780304,0.3369084894657135
7,8,-0.3283118009567261,0.00814175233244896
7,9,-0.00028278844547457993,2.4679220587131567e-06
7,10,-6.429274071706459e-05,1.5367434116342338e-06
7,11,0.0033871347550302744,-3.3457265089964494e-05
7,12,-6.77646603435278e-05,9.58234750214615e-07
7,13,-0.00017958998796530068,1.3805365597363561e-06
7,14,-8.966201130533591e-05,2.3772781787556596e-06
7,15,-0.0001087784330593422,1.2731463812087895e-06
7,16,1.6228003005380742e-05,1.2702670346698142e-06
7,17,-0.24087294936180115,0.004915518686175346
7,18,-0.050370436161756516,0.0008189927320927382
7,19,0.03649692237377167,-0.0005335749010555446
7,20,-0.011940368451178074,0.00013902153295930475
7,21,0.005699419416487217,-6.433061207644641e-05
7,22,-0.031454842537641525,0.0004711114743258804
7,23,-0.000978454016149044,1.38670466185431e-05
7,24,0.002060089260339737,-1.978377804334741e-05
7,25,-0.0001002569479169324,8.605991865806573e-07
7,26,-0.00011509955220390111,1.1335856697769486e-06
7,27,-0.013006703928112984,0.00014592897787224501
7,28,0.2978939116001129,-0.0062452866695821285
7,29,0.3483318090438843,-0.007239048834890127
7,30,-3.9511061913799495e-05,6.993504371166637e-07
7,31,-7.921733777038753e-05,2.106198053297703e-06
7,32,-0.0012954258127138019,1.3626969121105503e-05
7,33,-0.5040606260299683,0.020419154316186905
7,34,-3.57002136297524e-05,-5.69690428164904e-07
7,35,-0.03367476165294647,0.0004287833580747247
7,36,1.1048234227928333e-05,4.816770342586096e-07
7,37,-0.08467581868171692,0.001419445383362472
7,38,-0.00022626535792369395,1.5744884876767173e-05
7,39,-0.00019392410467844456,1.4178270930642611e-06
7,40,-0.000132527929963544,9.396019322593929e-07
7,41,-0.0017440731171518564,2.6791569325723685e-05
7,42,-0.09726117551326752,0.0015067263739183545
7,43,0.00012186363892396912,-2.7885224085366644e-07
7,44,0.012249445542693138,-0.00017016871424857527
7,45,-0.007388975005596876,8.930731564760208e-05
7,46,0.0006508033839054406,-3.191601535945665e-06
7,47,-0.001431429642252624,1.5453959349542856e-05
7,48,0.00012776933726854622,-9.195640586767695e-07
7,49,-0.03855108842253685,0.0005645189085043967
7,50,0.010448191314935684,-0.00010979998478433117
8,8,-2.13973331451416,0.681058406829834
8,9,-0.0035803469363600016,3.6552006349666044e-05
8,10,-0.07696330547332764,0.0010493819136172533
8,11,-6.416549149435014e-05,9.625773600419052e-07
8,12,0.0004794536507688463,-3.507018163872999e-06
8,13,-0.001170836971141398,1.054234235198237e-05
8,14,-4.360487582744099e-05,8.351108249371464e-07
8,15,-0.03992795944213867,0.0005659868475049734
8,16,-0.043266668915748596,0.0006011594086885452
8,17,-2.8736751079559326,0.14497262239456177
8,18,-0.0001341029565082863,-1.1568661761884869e-07
8,19,1.7200794219970703,-0.0480891689658165
8,20,-0.20961135625839233,0.004141269717365503
8,21,0.21725213527679443,-0.004122280981391668
8,22,-0.0004475004971027374,-1.174333920062054e-05
8,23,0.2965644598007202,-0.011495957151055336
8,24,0.14415375888347626,-0.001997478771954775
8,25,-0.0011753854341804981,3.337783709866926e-06
8,26,0.042389463633298874,-0.0007888246909715235
8,27,-0.014589030295610428,0.00017748743994161487
8,28,0.2800922691822052,-0.005221765022724867
8,29,1.4999443292617798,-0.04876522347331047
8,30,0.00017769976693671197,-1.2095492820662912e-06
8,31,-4.5091368519933894e-05,1.4107463357504457e-06
8,32,-0.004598952829837799,5.246743603493087e-05
8,33,-0.002367182169109583,9.601593046681955e-05
8,34,-0.0161120668053627,0.00020830435096286237
8,35,-2.1708590984344482,0.0917191430926323
8,36,0.2983994483947754,-0.006088444963097572
8,37,-0.2042689025402069,0.003928004764020443
8,38,-0.048525504767894745,0.0006814251537434757
8,39,-0.00024166978255379945,1.8816282363331993e-06
8,40,-6.374469376169145e-05,8.01392957328062e-07
8,41,-0.01673358492553234,0.00024429732002317905
8,42,-0.6912145018577576,0.018439847975969315
8,43,0.013571961782872677,-0.00015762826660647988
8,44,0.03385164961218834,-0.0005150192300789058
8,45,0.0053305537439882755,0.0005331232096068561
8,46,-0.012625304982066154,0.00020010094158351421
8,47,-0.00010949001443805173,1.8003676132138935e-06
8,48,-0.08699565380811691,0.0012760729296132922
8,49,-0.16804128885269165,0.0030786239076405764
8,50,0.05414308235049248,-0.0006226201076060534
9,9,2.4739179611206055,0.9967718124389648
9,10,0.0007349527440965176,-5.665475782734575e-06
9,11,-0.00015562868793495,2.3406510081258602e-06
9,12,0.10162478685379028,-0.0015601636841893196
9,13,-7.267031469382346e-05,1.5685536709497683e-06
9,14,-0.0001807028747862205,1.8690660681386362e-06
9,15,-5.3665167797589675e-05,1.690917542873649e-06
9,16,-0.0005301834899000823,4.788527348864591e-06
9,17,-5.345797762856819e-05,2.4479286366840824e-06
9,18,-8.807730773696676e-05,1.4004320973981521e-06
9,19,0.0004176190122961998,-8.302669698423415e-07
9,20,0.0003551827685441822,-4.433987328411604e-07
9,21,0.056037966161966324,-0.0007357785943895578
9,22,0.0050559332594275475,-5.171547309146263e-05
9,23,-0.00020004443649668247,1.6811876548672444e-06
9,24,-0.00011996263492619619,2.459430106682703e-06
9,25,-0.0022520790807902813,2.4109416699502617e-05
9,26,-3.501799801597372e-05,1.8041753264697036e-06
9,27,0.01892177015542984,-0.0002364901010878384
9,28,0.0009380653500556946,-8.094939403235912e-06
9,29,0.00104663020465523,-9.160867193713784e-06
9,30,0.0014421188971027732,-1.1965821613557637e-05
9,31,0.04449094459414482,-0.0005646358476951718
9,32,0.014973985962569714,-0.00017707233200781047
9,33,0.003598790615797043,-3.568886313587427e-05
9,34,-0.0005487555172294378,5.036056336393813e-06
9,35,-0.00020991035853512585,2.557894958954421e-06
9,36,-0.000226583331823349,2.116343921443331e-06
9,37,-0.8621558547019958,0.0209029633551836
9,38,0.002449863590300083,-2.0027926439070143e-05
9,39,2.499860966054257e-05,1.8946955151477596e-06
9,40,7.667629688512534e-05,9.714506177260773e-07
9,41,-0.00022368470672518015,1.6810043916848372e-06
9,42,-9.725088602863252e-05,1.9846770555886906e-06
9,43,-0.0007046695682220161,6.1630335039808415e-06
9,44,0.0032599903643131256,-3.519446181599051e-05
9,45,0.0008884134003892541,-6.937689704500372e-06
9,46,-0.00015629641711711884,8.742705404074513e-07
9,47,-0.000218741872231476,2.479894874340971e-06
9,48,0.052356377243995667,-0.0007072188309393823
9,49,-0.00011866936256410554,1.773678491190367e-06
9,50,-0.00010847380326595157,1.0073893008666346e-06
10,10,1.2949397563934326,0.9769542813301086
10,11,-0.0001270076318178326,1.4606335980715812e-06
10,12,-0.0006399471894837916,7.370586445176741e-06
10,13,0.018302155658602715,-0.00019299157429486513
10,14,9.092323307413608e-05,1.8159056480726576e-06
10,15,-0.00908552948385477,9.761659748619422e-05
10,16,0.012745161540806293,-0.00012947653885930777
10,17,0.028268596157431602,-0.000346999557223171
10,18,-8.96512356121093e-05,1.2275719427634613e-06
10,19,-0.01367769856005907,0.000150836436660029
10,20,-0.054123859852552414,0.0006945690256543458
10,21,-1.0914118320215493e-05,4.6172334577931906e-07
10,22,-0.0007658654358237982,8.041405635594856e-06
10,23,0.012797405943274498,-0.0001536550698801875
10,24,0.0021822676062583923,-2.2040449039195664e-05
10,25,0.0035111205652356148,-3.123424176010303e-05
10,26,0.006565992720425129,-6.306073191808537e-05
10,27,0.028998132795095444,-0.0003728162555489689
10,28,-1.7552542686462402,0.058505866676568985
10,29,0.04532423987984657,-0.0006228974089026451
10,30,-6.592174031538889e-05,2.741408479778329e-06
10,31,-0.0001710428623482585,1.9562933175620856e-06
10,32,-0.00016419542953372002,1.673393853707239e-06
10,33,-0.00023353549477178603,1.857707047747681e-06
10,34,-4.5994493120815605e-05,7.711782927799504e-07
10,35,-0.00785316526889801,8.03381553851068e-05
10,36,-0.03942118212580681,0.0005497803213074803
10,37,0.006289385259151459,-6.683838728349656e-05
10,38,0.052998725324869156,-0.0007293216185644269
10,39,0.00013941510405857116,1.995470483961981e-06
10,40,-0.00023905682610347867,1.3705591754842317e-06
10,41,-0.0018179189646616578,1.818284363253042e-05
10,42,-0.0016044911462813616,1.6174277334357612e-05
10,43,0.004749206360429525,-4.804177660844289e-05
10,44,0.0034314231015741825,-3.464665496721864e-05
10,45,-1.199663758277893,0.034023597836494446
10,46,0.002007504226639867,-2.0231560483807698e-05
10,47,0.00024213660799432546,3.0685723118040187e-07
10,48,-0.008986582979559898,8.19622800918296e-05
10,49,0.013631822541356087,-0.000140662508783862
10,50,0.01621912233531475,-0.0001679906708886847
11,11,0.823881208896637,0.8666793704032898
11,12,0.00020188056805636734,-5.280759864945139e-07
11,13,0.0008737636380828917,-7.141314199543558e-06
11,14,0.015060137957334518,-0.000162440279382281
11,15,-0.0001453947916161269,2.0679692624980817e-06
11,16,-0.0006079971208237112,6.930094968993217e-06
11,17,-7.79984566179337e-06,9.395919846610923e-07
11,18,0.02934703789651394,-0.00033712779986672103
11,19,-0.002890992444008589,2.9069511583657004e-05
11,20,-0.00017634352843742818,2.1999676391715184e-06
11,21,0.00968657061457634,-0.0001490035792812705
11,22,0.004047134891152382,-4.4174194044899195e-05
11,23,-0.011841189116239548,0.0001687223993940279
11,24,-0.5127831101417542,0.011447525583207607
11,25,-0.4694475531578064,0.010046410374343395
11,26,0.012193937785923481,-0.00013901892816647887
11,27,-0.0006385617307387292,6.935633336979663e-06
11,28,-0.0002709006075747311,3.2957495932350866e-06
11,29,-0.007340047042816877,6.890268559800461e-05
11,30,8.861695096129552e-05,-1.7061529433703981e-07
11,31,-0.00012793998757842928,1.5831212749617407e-06
11,32,0.24387608468532562,-0.004264459945261478
11,33,-0.01943271793425083,0.0002764885139185935
11,34,-0.007627319078892469,9.010529902298003e-05
11,35,0.002652924507856369,-2.107504587911535e-05
11,36,-0.0010574727784842253,1.3796056009596214e-05
11,37,0.011185083538293839,-0.00012412377691362053
11,38,-0.005183646455407143,5.2166389650665224e-05
11,39,-0.0003174488083459437,2.671789161468041e-06
11,40,-7.366010686382651e-05,3.041118816327071e-06
11,41,-0.007574541959911585,0.00011371435539331287
11,42,0.47174906730651855,-0.008649665862321854
11,43,0.47865813970565796,-0.009462200105190277
11,44,-0.0021542408503592014,2.8953607397852466e-05
11,45,-0.019061913713812828,0.0002200626186095178
11,46,-0.00014933398051653057,1.7591851246834267e-06
11,47,-0.0010711022187024355,9.828360816754866e-06
11,48,0.00010624098649714142,5.723618414776865e-07
11,49,0.02752104587852955,-0.00031584282987751067
11,50,-0.0066390796564519405,7.142906542867422e-05
12,12,-0.38222819566726685,0.9620222449302673
12,13,-0.01816472038626671,0.00021366772125475109
12,14,-0.00011042903497582301,2.2202950731298188e-06
12,15,0.0005109969060868025,-8.124092346406542e-06
12,16,0.11452171206474304,-0.001692526857368648
12,17,0.017870817333459854,-0.0002164088364224881
12,18,0.0013786667259410024,-3.964918141718954e-05
12,19,-0.011220326647162437,0.00012484246690291911
12,20,-0.0012478989083319902,1.3047449101577513e-05
12,21,-0.12830373644828796,0.0017858159262686968
12,22,-0.005340090021491051,7.000943878665566e-05
12,23,0.00205384218133986,-2.934298936452251e-05
12,24,-0.010908355005085468,0.00012057409912813455
12,25,0.0033457374665886164,-3.1371586374007165e-05
12,26,0.0003403738373890519,-7.78506034748716e-07
12,27,0.034258343279361725,-0.0004962338716723025
12,28,-0.002338361693546176,2.406187377346214e-05
12,29,-7.90814301581122e-05,1.2275013432372361e-06
12,30,-2.350834846496582,0.09092868864536285
12,31,-0.0011535950470715761,1.2595521184266545e-05
12,32,0.0012321947142481804,3.909079168806784e-05
12,33,-0.008777517825365067,0.00010414581629447639
12,34,0.10339837521314621,-0.001532283378764987
12,35,0.026264706626534462,-0.0003442154556978494
12,36,-0.021922919899225235,0.0003053601540159434
12,37,0.023447712883353233,-0.00025458328309468925
12,38,0.03470858559012413,-0.0004300365108065307
12,39,-0.0003087016521021724,2.973430355268647e-06
12,40,-0.00012492752284742892,1.3162698451196775e-06
12,41,0.00663413992151618,-7.297173578990623e-05
12,42,0.0030256854370236397,-3.221739098080434e-05
12,43,-0.05020599812269211,0.0007076888578012586
12,44,0.045650381594896317,-0.0006015846156515181
12,45,-0.0003162620705552399,1.8633023728398257e-06
12,46,0.0023710683453828096,-2.610759111121297e-05
12,47,0.001567709376104176,-1.104706279875245e-05
12,48,-5.4784974054200575e-05,8.677022265146661e-07
12,49,-0.1831391155719757,0.0031809983775019646
12,50,-0.000999174197204411,1.0351229320804123e-05
13,13,1.2921555042266846,0.9459059238433838
13,14,-0.000124417754705064,8.612478268332779e-07
13,15,0.2510767877101898,-0.0046670385636389256
13,16,0.16480191051959991,-0.007392959203571081
13,17,-0.045088693499565125,0.0005309922271408141
13,18,0.004445026628673077,-3.7838730349903926e-05
13,19,0.023805195465683937,-0.0002667166118044406
13,20,0.06271728128194809,-0.0007956314948387444
13,21,0.009880132973194122,-0.00013380919699557126
13,22,0.007525605149567127,-9.377903188578784e-05
13,23,0.03969290480017662,-0.0005515135708265007
13,24,0.00020519254030659795,-2.037485955952434e-06
13,25,0.00033582260948605835,-2.661852477103821e-06
13,26,0.0021130675449967384,-1.625841105123982e-05
13,27,-0.0014300307957455516,1.3794748156215064e-05
13,28,0.025838300585746765,-0.0002911132469307631
13,29,-0.005232141353189945,5.520761988009326e-05
13,30,-0.0018306185957044363,2.0366844182717614e-05
13,31,0.001621830859221518,-1.0961697626044042e-05
